LAST SEEN   TYPE      REASON              OBJECT                          MESSAGE
4m24s       Normal    SuccessfulDelete    replicaset/gateway-796c94d8cf   Deleted pod: gateway-796c94d8cf-hgjcg
4m24s       Normal    Created             pod/gateway-78665454cb-5r8jq    Container created
4m24s       Normal    Started             pod/gateway-78665454cb-5r8jq    Container started
4m24s       Warning   Unhealthy           pod/gateway-78665454cb-5r8jq    Readiness probe failed: Get "http://10.42.0.248:9302/readyz": dial tcp 10.42.0.248:9302: connect: connection refused
4m18s       Normal    Created             pod/gateway-78665454cb-xvf2z    Container created
4m18s       Warning   Unhealthy           pod/gateway-78665454cb-xvf2z    Readiness probe failed: Get "http://10.42.0.249:9302/readyz": dial tcp 10.42.0.249:9302: connect: connection refused
4m18s       Normal    Pulled              pod/gateway-78665454cb-xvf2z    Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
4m18s       Normal    Started             pod/gateway-78665454cb-xvf2z    Container started
76s         Normal    SuccessfulCreate    replicaset/gateway-94bdcf695    Created pod: gateway-94bdcf695-p8pgc
76s         Normal    SuccessfulDelete    replicaset/gateway-78665454cb   Deleted pod: gateway-78665454cb-28xw9
76s         Normal    Killing             pod/gateway-78665454cb-28xw9    Stopping container gateway
76s         Normal    ScalingReplicaSet   deployment/gateway              (combined from similar events): Scaled down replica set gateway-78665454cb from 3 to 2
69s         Normal    Killing             pod/gateway-78665454cb-xvf2z    Stopping container gateway
69s         Normal    SuccessfulDelete    replicaset/gateway-78665454cb   Deleted pod: gateway-78665454cb-xvf2z
69s         Normal    SuccessfulCreate    replicaset/gateway-94bdcf695    Created pod: gateway-94bdcf695-9bt4s
63s         Normal    Killing             pod/gateway-78665454cb-5r8jq    Stopping container gateway
63s         Normal    SuccessfulDelete    replicaset/gateway-78665454cb   Deleted pod: gateway-78665454cb-5r8jq
63s         Normal    SuccessfulCreate    replicaset/gateway-94bdcf695    Created pod: gateway-94bdcf695-ccn2t
6s          Normal    Started             pod/gateway-94bdcf695-p8pgc     Container started
6s          Warning   Unhealthy           pod/gateway-94bdcf695-p8pgc     Readiness probe failed: Get "http://10.42.0.250:9302/readyz": dial tcp 10.42.0.250:9302: connect: connection refused
6s          Normal    Created             pod/gateway-94bdcf695-p8pgc     Container created
6s          Normal    Pulled              pod/gateway-94bdcf695-p8pgc     Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
6s          Warning   Unhealthy           pod/gateway-94bdcf695-ccn2t     Readiness probe failed: Get "http://10.42.0.252:9302/readyz": read tcp 10.42.0.1:42172->10.42.0.252:9302: read: connection reset by peer
6s          Warning   Unhealthy           pod/gateway-94bdcf695-ccn2t     Readiness probe failed: Get "http://10.42.0.252:9302/readyz": dial tcp 10.42.0.252:9302: connect: connection refused
6s          Normal    Started             pod/gateway-94bdcf695-ccn2t     Container started
6s          Normal    Created             pod/gateway-94bdcf695-ccn2t     Container created
6s          Normal    Pulled              pod/gateway-94bdcf695-ccn2t     Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
6s          Warning   Unhealthy           pod/gateway-94bdcf695-9bt4s     Readiness probe failed: Get "http://10.42.0.251:9302/readyz": dial tcp 10.42.0.251:9302: connect: connection refused
6s          Normal    Started             pod/gateway-94bdcf695-9bt4s     Container started
6s          Normal    Created             pod/gateway-94bdcf695-9bt4s     Container created
6s          Normal    Pulled              pod/gateway-94bdcf695-9bt4s     Container image "benkz/gateway:k3s" already present on machine and can be accessed by the pod
